request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
36kd-img-complete-torch-3m-main,mig-series-36kd,36kd-candidate-complete-torch-3m,complete-torch,complete-torch-3m,ORK 36KD Complete Torch 3M,main,front-three-quarter,/images/products/36kd-intake/complete-torch-3m-main.jpg,White background with the complete torch and cable visible,"Show torch front end, handle, cable and machine connector without changing geometry",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-complete-torch-5m-main,mig-series-36kd,36kd-candidate-complete-torch-5m,complete-torch,complete-torch-5m,ORK 36KD Complete Torch 5M,main,front-three-quarter,/images/products/36kd-intake/complete-torch-5m-main.jpg,White background with the complete torch and cable visible,"Show torch front end, handle, cable and machine connector without changing geometry",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-nozzle-cylindrical-19-20mm-main,mig-series-36kd,36kd-candidate-nozzle-cylindrical-19-20,gas-nozzle,nozzle-cylindrical-19-20mm,Cylindrical Nozzle 19/20 mm Reference Conflict,main,front-three-quarter,/images/products/36kd-intake/nozzle-cylindrical-19-20mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-nozzle-conical-16mm-main,mig-series-36kd,36kd-candidate-nozzle-conical-16,gas-nozzle,nozzle-conical-16mm,Conical Nozzle 16 mm,main,front-three-quarter,/images/products/36kd-intake/nozzle-conical-16mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-nozzle-tapered-12mm-main,mig-series-36kd,36kd-candidate-nozzle-tapered-12,gas-nozzle,nozzle-tapered-12mm,Tapered Nozzle 12 mm,main,front-three-quarter,/images/products/36kd-intake/nozzle-tapered-12mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-ecu-0-8mm-main,mig-series-36kd,36kd-candidate-tip-ecu-0-8,contact-tip,contact-tip-ecu-0-8mm,E-Cu Contact Tip 0.8 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-ecu-0-8mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-ecu-1-0mm-main,mig-series-36kd,36kd-candidate-tip-ecu-1-0,contact-tip,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-ecu-1-0mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-ecu-1-2mm-main,mig-series-36kd,36kd-candidate-tip-ecu-1-2,contact-tip,contact-tip-ecu-1-2mm,E-Cu Contact Tip 1.2 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-ecu-1-2mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-cucrzr-0-8mm-main,mig-series-36kd,36kd-candidate-tip-cucrzr-0-8,contact-tip,contact-tip-cucrzr-0-8mm,CuCrZr Contact Tip 0.8 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-cucrzr-0-8mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-cucrzr-1-0mm-main,mig-series-36kd,36kd-candidate-tip-cucrzr-1-0,contact-tip,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-cucrzr-1-0mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-contact-tip-cucrzr-1-2mm-main,mig-series-36kd,36kd-candidate-tip-cucrzr-1-2,contact-tip,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,main,front-three-quarter,/images/products/36kd-intake/contact-tip-cucrzr-1-2mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-tip-holder-25mm-main,mig-series-36kd,36kd-candidate-tip-holder-25,tip-holder,tip-holder-25mm,Contact Tip Holder M8 x 25 mm,main,front-three-quarter,/images/products/36kd-intake/tip-holder-25mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-tip-holder-28mm-main,mig-series-36kd,36kd-candidate-tip-holder-28,tip-holder,tip-holder-28mm,Contact Tip Holder M8 x 28 mm,main,front-three-quarter,/images/products/36kd-intake/tip-holder-28mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-tip-holder-34mm-main,mig-series-36kd,36kd-candidate-tip-holder-34,tip-holder,tip-holder-34mm,Contact Tip Holder M8 x 34 mm,main,front-three-quarter,/images/products/36kd-intake/tip-holder-34mm-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
